customerid,churn_proba,churn_risk_segment
8133-ANHHJ,0.40178510182551347,Moderate
2270-CHBFN,0.6101755790133135,High
0013-EXCHZ,0.8273563780252198,Very High
5982-FPVQN,0.7059404119504719,High
9107-UKCKY,0.17901727963890776,Very Low
4654-ULTTN,0.04353254362760562,Very Low
5550-VFRLC,0.8894044153093178,Very High
5546-BYZSM,0.1419311041623361,Very Low
1492-KGETH,0.05392890482648265,Very Low
4929-BSTRX,0.6181219191743288,High
4163-HFTUK,0.043628756071983146,Very Low
8215-NGSPE,0.015445160596890311,Very Low
2225-ZRGSG,0.07969173034047411,Very Low
8859-YSTWS,0.032556463723272526,Very Low
5271-YNWVR,0.22893417677711708,Low
7601-DHFWZ,0.02206950099458194,Very Low
2657-ALMWY,0.7272796559211503,High
6330-JKLPC,0.7905197828515541,High
4667-OHGKG,0.48961517454955666,Moderate
1998-VHJHK,0.08173574164216389,Very Low
1707-HABPF,0.3776382362059063,Low
1660-HSOOQ,0.6180407569067545,High
7253-UVNDW,0.041369270151611404,Very Low
0487-VVUVK,0.1891556949945815,Very Low
7228-OMTPN,0.858072522486138,Very High
5063-IUOKK,0.07576795494808343,Very Low
4508-OEBEY,0.21326607500489164,Low
0027-KWYKW,0.7621462842243009,High
2308-STERM,0.4016562252025956,Moderate
5982-XMDEX,0.010239321496982529,Very Low
6284-AHOOQ,0.7896945327359737,High
6051-PTVNS,0.017675238629834143,Very Low
2344-JMOGN,0.7668679667376817,High
3799-ISUZQ,0.7117164138182054,High
2877-VDUER,0.16201171415716856,Very Low
9152-AMKAK,0.23134623482361225,Low
1794-HBQTJ,0.6185671638053533,High
9432-VOFYX,0.7853537963600689,High
8049-WJCLQ,0.39459349334611726,Low
6586-PSJOX,0.19858702388060792,Very Low
2460-FPSYH,0.6032689144358008,High
9705-ZJBCG,0.19463521861362612,Very Low
4818-DRBQT,0.6751409325471709,High
1320-HTRDR,0.8875668948198441,Very High
6847-KJLTS,0.5906718491506388,Moderate
9670-BPNXF,0.12725272237273894,Very Low
3913-FCUUW,0.02894630979822742,Very Low
3301-VKTGC,0.18216931982816273,Very Low
1493-AMTIE,0.48563206996017505,Moderate
9555-SAHUZ,0.25286463471652926,Low
0816-TSPHQ,0.40327128212820446,Moderate
9932-WBWIK,0.3064000030216948,Low
4619-EVPHY,0.5600896633248474,Moderate
5286-YHCVC,0.146970595613866,Very Low
6424-ELEYH,0.8305481614856739,Very High
4391-RESHN,0.7694193574829518,High
9115-YQHGA,0.3563297867701561,Low
4462-CYWMH,0.5292923880685106,Moderate
8963-MQVYN,0.3063374092662676,Low
2458-EOMRE,0.45661820382119056,Moderate
9334-GWGOW,0.8939749711479225,Very High
6821-BUXUX,0.8631116024228557,Very High
5028-HTLJB,0.4753027441695502,Moderate
9801-GDWGV,0.7657703954162174,High
6542-LWGXJ,0.6766879750637699,High
5567-GZKQY,0.009885964094604948,Very Low
1222-LRYKO,0.3767157519610075,Low
2320-JRSDE,0.5278902651874232,Moderate
2087-QAREY,0.4073652600227029,Moderate
0601-WZHJF,0.6895517935227881,High
4423-JWZJN,0.17101234971462195,Very Low
5143-WMWOG,0.5237641140219524,Moderate
6490-FGZAT,0.3581624285606284,Low
5393-RXQSZ,0.8261291834987099,Very High
7452-FOLON,0.053378964291826564,Very Low
2320-TZRRH,0.11108954687314507,Very Low
0231-LXVAP,0.8650335144009693,Very High
9444-JTXHZ,0.8181014087262221,Very High
4942-VZZOM,0.09416596122982503,Very Low
5510-BOIUJ,0.3579626533356202,Low
7502-BNYGS,0.25202569010224724,Low
4291-HYEBC,0.4118953647973384,Moderate
6147-CBCRA,0.1299156099551362,Very Low
6047-SUHPR,0.13202156368489537,Very Low
4471-KXAUH,0.6993485043597969,High
9752-ZNQUT,0.7136919095738298,High
7638-QVMVY,0.8395269115312048,Very High
1576-PFZIW,0.12376962223622763,Very Low
5666-MBJPT,0.014039077326927031,Very Low
7312-XSBAT,0.6494686622746605,High
3096-GKWEB,0.8388297881004647,Very High
2371-JQHZZ,0.8133861393643644,Very High
0674-GCDXG,0.05107782784621767,Very Low
1121-QSIVB,0.16238586398232838,Very Low
4396-KLSEH,0.5640152133901527,Moderate
3244-DCJWY,0.8626036564232419,Very High
2824-MYYBN,0.6946715205167857,High
0875-CABNR,0.8042572958801665,Very High
6345-HOVES,0.41570539952141156,Moderate
8318-LCNBW,0.22645760712645577,Low
6469-QJKZW,0.4755099783491538,Moderate
0147-ESWWR,0.7974064444722339,High
1217-VASWC,0.420326538048689,Moderate
7812-FZHPE,0.2538658760064682,Low
6370-ZVHDV,0.011554571894641825,Very Low
5915-DGNVC,0.16969209684604147,Very Low
6260-XLACS,0.21215498794733725,Low
3566-CAAYU,0.047625268847851,Very Low
4983-CCWMC,0.7910871242231222,High
9103-CXVOK,0.4531726150862714,Moderate
2896-TBNBE,0.3569992273389605,Low
4797-AXPXK,0.6689251601980398,High
5229-PRWKT,0.8746246545010148,Very High
6982-UQZLY,0.5385910317125048,Moderate
2522-WLNSF,0.159867015599364,Very Low
3841-CONLJ,0.7833985358515572,High
5057-LCOUI,0.546980170002091,Moderate
0193-ESZXP,0.35474005860063035,Low
4475-NVTLU,0.02096402226776826,Very Low
4369-HTUIF,0.8190435621008665,Very High
9386-LDCZR,0.35091317159943897,Low
9585-KKMFD,0.022401092023842176,Very Low
5399-ZIMKF,0.8486170557764767,Very High
0336-KXKFK,0.05073576108263707,Very Low
5619-XZZKR,0.21020025476946008,Low
3948-FVVRP,0.3979459240308316,Low
5327-XOKKY,0.05000534607264735,Very Low
0983-TATYJ,0.1623304402210439,Very Low
1813-JYWTO,0.07251352411788932,Very Low
0156-FVPTA,0.517156236308654,Moderate
1984-FCOWB,0.4052539305619512,Moderate
0654-HMSHN,0.7474701270285147,High
6719-OXYBR,0.7548878560019309,High
3312-ZWLGF,0.8139270544032406,Very High
6476-YHMGA,0.3692019141631557,Low
5287-QWLKY,0.48725319833130426,Moderate
0795-XCCTE,0.009450209574942487,Very Low
0168-XZKBB,0.8238474670239091,Very High
3785-NRHYR,0.4138153533562002,Moderate
5196-SGOAK,0.8640178574416816,Very High
4537-DKTAL,0.6357522514519335,High
7072-MBHEV,0.7943389460548097,High
5602-BVFMK,0.15337893059894978,Very Low
6297-NOOPG,0.24565732175503488,Low
1891-UAWWU,0.8227083661996463,Very High
8204-TIFGJ,0.2506931437552682,Low
8050-DVOJX,0.09036506316356446,Very Low
6108-OQZDQ,0.860081199127042,Very High
0363-QJVFX,0.7303793385648203,High
8903-XEBGX,0.6598297912028563,High
8169-SAEJD,0.047567840678637514,Very Low
9840-DVNDC,0.781262042426146,High
1089-XZWHH,0.04748645090139293,Very Low
2325-WINES,0.5358903927518582,Moderate
6064-ZATLR,0.08101403785874671,Very Low
3096-JRDSO,0.7809239137624439,High
7824-PANSQ,0.4002776188351489,Moderate
8042-JVNFH,0.802984514776135,Very High
9648-BCHKM,0.08429336772250724,Very Low
2888-ADFAO,0.01677912818420196,Very Low
8707-HOEDG,0.20214235050106433,Low
3374-LXDEV,0.81640022934161,Very High
4072-IPYLT,0.1853220520732629,Very Low
7167-PCEYD,0.008704036696833967,Very Low
4936-YPJNK,0.38444270542184394,Low
1580-BMCMR,0.8292315007358193,Very High
4817-KEQSP,0.0038535342839222967,Very Low
6408-WHTEF,0.041036005086900806,Very Low
9251-AWQGT,0.01165051301208768,Very Low
8749-CLJXC,0.4140287317473218,Moderate
7989-VCQOH,0.47580030127539275,Moderate
5049-GLYVG,0.41432217971596863,Moderate
4199-QHJNM,0.15703611402077233,Very Low
8882-TLVRW,0.02153331208133957,Very Low
5883-GTGVD,0.8474053493144255,Very High
5135-GRQJV,0.2208267577421135,Low
2384-OVPSA,0.031062168949084795,Very Low
1371-WEPDS,0.1863082422533061,Very Low
3580-GICBM,0.012273113573958615,Very Low
4817-QRJSX,0.8071082559728502,Very High
9730-DRTMJ,0.2498205780741356,Low
4686-UXDML,0.7662696665103432,High
3349-ANQNH,0.5057953497868821,Moderate
2398-YPMUR,0.8354149164422886,Very High
0932-YIXYU,0.016792243751303615,Very Low
7480-SPLEF,0.008816505692469945,Very Low
7636-XUHWW,0.48103675697574333,Moderate
1431-CYWMH,0.1625208544333489,Very Low
5937-EORGB,0.8790107871790781,Very High
6349-JDHQP,0.012409340219091191,Very Low
5539-HIVAK,0.2532101121285254,Low
5847-MXBEO,0.10378983997002983,Very Low
9985-MWVIX,0.8012590761005062,Very High
4583-PARNH,0.8419229373655825,Very High
1116-FRYVH,0.05055421959939304,Very Low
1421-HCERK,0.7692190193033396,High
9633-XQABV,0.8547939270889533,Very High
0716-BQNDX,0.2673545828904478,Low
1265-XTECC,0.3195294779359943,Low
1183-CANVH,0.17758952674375683,Very Low
1972-XMUWV,0.028609266607699906,Very Low
8679-LZBMD,0.3268762960566999,Low
3407-JMJQQ,0.13071617825879878,Very Low
6252-DFGTK,0.16143780695392126,Very Low
1539-LNKHM,0.2964375154584032,Low
8645-KOMJQ,0.038442919044125785,Very Low
0289-IVARM,0.3415145300987306,Low
9761-XUJWD,0.5887121245729644,Moderate
4057-FKCZK,0.09363573860804875,Very Low
4291-TPNFG,0.0454057219343468,Very Low
6087-YPWHO,0.025294077248388218,Very Low
3090-QFUVD,0.4152639406537037,Moderate
2237-ZFSMY,0.4942195407275763,Moderate
1722-LDZJS,0.02010372060065272,Very Low
1818-ESQMW,0.749589284000215,High
4871-JTKJF,0.8893611481929944,Very High
1415-YFWLT,0.8935418828456221,Very High
7401-RUBNK,0.7205028335136442,High
0506-YLVKJ,0.01754131226159426,Very Low
8661-BOYNW,0.0478556807318662,Very Low
6711-VTNRE,0.6895083182930963,High
4815-GBTCD,0.8075685065309453,Very High
2805-AUFQN,0.044486431039997366,Very Low
0980-PVMRC,0.4651778165272007,Moderate
7233-DRTRF,0.6231454470013206,High
3500-RMZLT,0.7862228040246064,High
3873-NFTGI,0.5729479860705897,Moderate
1162-ECVII,0.19996958051370142,Very Low
7048-GXDAY,0.7702914028153585,High
8571-ZCMCX,0.08900141064833832,Very Low
1169-WCVAK,0.7597599920333034,High
4548-SDBKE,0.8853434554327919,Very High
8066-POXGX,0.7539737606049735,High
7129-CAKJW,0.7023482437987396,High
8695-ARGXZ,0.7706359483334505,High
3570-YUEKJ,0.3296112991048903,Low
4143-OOBWZ,0.8789804845469121,Very High
1555-HAPSU,0.005778529204995208,Very Low
1697-NVVGY,0.4405973726844781,Moderate
7854-EKTJL,0.5276246447907779,Moderate
8464-EETCQ,0.010282746102457047,Very Low
2419-FSORS,0.22627425452761624,Low
8132-YPVBX,0.7816618035320413,High
9102-IAYHT,0.7990958556420127,High
6754-LZUKA,0.045481857306221396,Very Low
3422-LYEPQ,0.8269864582858236,Very High
8099-MZPUJ,0.18063179362593304,Very Low
0787-LHDYT,0.32582167736449086,Low
2642-DTVCO,0.89660422045755,Very High
0374-IOEGQ,0.6254443968379132,High
4361-JEIVL,0.663126018082399,High
3197-NNYNB,0.13811776733662237,Very Low
3396-DKDEL,0.16041295717410062,Very Low
1752-OZXFY,0.07096896632497965,Very Low
9066-QRSDU,0.03615951998478786,Very Low
9112-WSNPU,0.644528349813043,High
9867-NNXLC,0.26390913926546805,Low
5321-NTRKC,0.030303674942533533,Very Low
1363-TXLSL,0.8855902783966965,Very High
9507-EXLTT,0.7939769137215865,High
3161-GETRM,0.6206278580222753,High
0402-OAMEN,0.005388803841718984,Very Low
6933-VLYFX,0.30295921550468,Low
6754-WKSHP,0.07819678584943632,Very Low
9846-GKXAS,0.7656932258136493,High
6017-PPLPX,0.7157441251026756,High
4976-LNFVV,0.6499907053991101,High
5055-MGMGF,0.6253296007538869,High
4641-FROLU,0.026829147442640103,Very Low
2862-JVEOY,0.19543042193745688,Very Low
2969-QWUBZ,0.7905795761428259,High
9822-BIIGN,0.24941948377614045,Low
2077-MPJQO,0.8951870641487927,Very High
1534-OULXE,0.04510860392239204,Very Low
7136-RVDTZ,0.1549577183313681,Very Low
2971-SGAFL,0.7045242760125136,High
1480-IVEVR,0.4937002248237355,Moderate
2905-KFQUV,0.7906819327231095,High
4581-SSPWD,0.8882554891905986,Very High
3370-HXOPH,0.8543301954253104,Very High
9391-YZEJW,0.29217189414570705,Low
9958-MEKUC,0.09445947295233516,Very Low
0281-CNTZX,0.009836318520710312,Very Low
6927-WTFIV,0.6678829774731673,High
4118-CEVPF,0.5799618777257106,Moderate
3398-ZOUAA,0.7947015686597604,High
9114-VEPUF,0.3303511158483242,Low
7876-BEUTG,0.5489118656111844,Moderate
2338-BQEZT,0.16441122974875078,Very Low
9873-MNDKV,0.5122545449948532,Moderate
0378-NHQXU,0.7466663242941244,High
8241-JUIQO,0.018110676429787243,Very Low
2194-IIQOF,0.04052145929449705,Very Low
4512-ZUIYL,0.7382942300604718,High
9631-RXVJM,0.028165595441146617,Very Low
9584-EXCDZ,0.6248250772565263,High
7969-AULMZ,0.8380350689553108,Very High
5093-FEGLU,0.01512943317174153,Very Low
2621-UDNLU,0.37935185661517845,Low
7526-IVLYU,0.46693680266235676,Moderate
2428-HYUNX,0.030935518848967416,Very Low
9214-EKVXR,0.6131527773588357,High
3410-MHHUM,0.39158525431225083,Low
0568-ONFPC,0.4445912558569822,Moderate
0733-VUNUW,0.47529983624173044,Moderate
4550-EVXNY,0.8321082227394992,Very High
2122-YWVYA,0.7839417896761308,High
2968-SSGAA,0.8764443544281639,Very High
2296-DKZFP,0.024154599539650004,Very Low
4844-JJWUY,0.8928496307995928,Very High
6777-TGHTM,0.41207681283540576,Moderate
8909-BOLNL,0.21867198915913563,Low
6603-YRDCJ,0.09034700787034991,Very Low
3538-WZPHD,0.8242509123307529,Very High
3229-USWAR,0.2027752923187986,Low
2138-VFAPZ,0.07329929542595294,Very Low
6131-JLWZM,0.3528024633218206,Low
4785-QRJHC,0.2607732981297754,Low
0269-XFESX,0.10144699270952513,Very Low
1709-EJDOX,0.012295682783028313,Very Low
4316-XCSLJ,0.40478966582302267,Moderate
8610-WFCJF,0.6370975563281202,High
9693-XMUOB,0.4020445053277252,Moderate
0383-CLDDA,0.05547286660578243,Very Low
4905-JEFDW,0.6030057618041688,High
2709-UQGNP,0.5338578692764261,Moderate
3549-ZTMNH,0.1045358049180393,Very Low
7881-INRLC,0.6526099029142426,High
8033-ATFAS,0.23243497197903484,Low
1635-NZATJ,0.009738549334802891,Very Low
0562-HKHML,0.005773302361527429,Very Low
8277-RVRSV,0.06717334026982687,Very Low
9943-VSZUV,0.43925177533845033,Moderate
0117-LFRMW,0.2871125256056955,Low
6172-FECYY,0.5278802576944399,Moderate
7054-ENNGU,0.45228270102919027,Moderate
1455-HFBXA,0.19507920611874396,Very Low
9402-CXWPL,0.29518582811772537,Low
1628-BIZYP,0.8673527326221488,Very High
1965-AKTSX,0.877427993346187,Very High
0082-LDZUE,0.6152597444664677,High
4786-UKSNZ,0.41410875696848753,Moderate
5343-SGUBI,0.32405342929530545,Low
0856-NAOES,0.5065991159538784,Moderate
1976-AZZPJ,0.6440905100188241,High
7248-VZQLC,0.6261974072080372,High
6156-UZDLF,0.4637671581805886,Moderate
3099-OONVS,0.3557834401526688,Low
9500-WBGRP,0.007761985122651383,Very Low
5183-KLYEM,0.18315564559665082,Very Low
5144-PQCDZ,0.4536488727843025,Moderate
8514-VZHEB,0.007023867122530628,Very Low
6625-IUTTT,0.02267494013515872,Very Low
9355-NPPFS,0.783026863322337,High
0068-FIGTF,0.18863681780247046,Very Low
5965-GGPRW,0.09399251266790863,Very Low
8035-PWSEV,0.8478342490081848,Very High
2236-HILPA,0.006215432474536835,Very Low
1840-BIUOG,0.4417301135299339,Moderate
1356-MKYSK,0.5227042351067369,Moderate
6080-LNESI,0.019131152588352022,Very Low
1830-IPXVJ,0.00662877380081884,Very Low
5828-DWPIL,0.6396325317583161,High
8398-TBIYD,0.11152519960281633,Very Low
0011-IGKFF,0.8539891365671008,Very High
4192-GORJT,0.8510973100871982,Very High
6496-SLWHQ,0.916722128395527,Very High
9912-GVSEQ,0.837981310019306,Very High
2931-FSOHN,0.6797033069092553,High
9418-RUKPH,0.025106015251784138,Very Low
5383-MMTWC,0.8929638691427645,Very High
9971-ZWPBF,0.792088027617279,High
4712-AUQZO,0.5353438246611866,Moderate
9711-FJTBX,0.20278662102200182,Low
2908-ZTPNF,0.4179840443920846,Moderate
7240-ETPTR,0.786763814481179,High
2202-CUYXZ,0.867314778893322,Very High
5995-OIGLP,0.44186718927059515,Moderate
8421-WZOOW,0.46850297294161397,Moderate
6261-RCVNS,0.12287094494808924,Very Low
7951-QKZPL,0.04270825579891852,Very Low
1414-YADCW,0.06169645087104944,Very Low
8756-RDDLT,0.202801819015828,Low
2862-PFNIK,0.8007369273958794,Very High
5816-QVHRX,0.606615598438797,High
4430-YHXGG,0.4682936224093784,Moderate
6888-SBYAI,0.6185856626780691,High
7395-XWZOY,0.6344915991880493,High
7169-YWAMK,0.015097150457507421,Very Low
3640-PHQXK,0.7824785174628144,High
6877-LGWXO,0.7698000063901196,High
6859-RKMZJ,0.5114252241245424,Moderate
2729-VNVAP,0.02358320174824705,Very Low
2957-JIRMN,0.33213771501544426,Low
2049-BAFNW,0.7093652571499826,High
3842-QTGDL,0.6413212714303046,High
7163-OCEQI,0.2723728744458186,Low
9782-LGXMC,0.13395894382833487,Very Low
5975-BAICR,0.13229307451276057,Very Low
8019-ENHXU,0.7344769306825664,High
5167-GBFRE,0.7821998046842652,High
9033-EOXWV,0.3315217188111456,Low
4673-KKSLS,0.6598130461162329,High
4853-OITSN,0.8805224218951192,Very High
9800-OUIGR,0.005247634916395774,Very Low
1324-NLTJE,0.542719740073091,Moderate
2324-EFHVG,0.1840997949628275,Very Low
7094-MSZAO,0.3257895165435145,Low
1522-VVDMG,0.8057364731652071,Very High
6907-CQGPN,0.5318180888332416,Moderate
0780-XNZFN,0.010087376663034489,Very Low
0239-OXEXL,0.49948315819287487,Moderate
2675-IJRGJ,0.011922732813943095,Very Low
7049-GKVZY,0.25068371799587214,Low
8577-QSOCG,0.025055587288672576,Very Low
3721-CNZHX,0.13753110625913825,Very Low
0212-ISBBF,0.6993128090711388,High
9185-TQCVP,0.845788836799966,Very High
3585-YNADK,0.09651015194976366,Very Low
5271-DBYSJ,0.7940554349823079,High
1099-GODLO,0.0971463735948605,Very Low
6828-HMKWP,0.06018299534409165,Very Low
5567-WSELE,0.91110630257028,Very High
1472-TNCWL,0.666397750197681,High
8063-RJYNF,0.811966675770823,Very High
0687-ZVTHB,0.05833255139621814,Very Low
2080-GKCWQ,0.8198457973166149,Very High
9661-ACXBS,0.7563206733605373,High
2193-SFWQW,0.08062851641170696,Very Low
5656-JAMLX,0.008037896467015165,Very Low
3462-BJQQA,0.8829086160987064,Very High
0442-TDYUO,0.02052994968896581,Very Low
6733-LRIZX,0.456773201934992,Moderate
9503-XJUME,0.02139873262479852,Very Low
4367-NHWMM,0.7641474739207089,High
3727-RJMEO,0.8748820282267843,Very High
3779-OSWCF,0.04196740066828989,Very Low
6736-DHUQI,0.11139648725496093,Very Low
3915-ODIYG,0.21013015947341038,Low
1360-RCYRT,0.4786874168794163,Moderate
2724-FJDYW,0.16986707008800414,Very Low
4451-RWASJ,0.138521523062465,Very Low
6646-VRFOL,0.7381480177350227,High
3460-TJBWI,0.04855284080939378,Very Low
5917-HBSDW,0.13018428411617183,Very Low
5685-IIXLY,0.8108517269816695,Very High
5671-UUNXD,0.5675753514419873,Moderate
0956-ACVZC,0.2898153497164101,Low
2325-NBPZG,0.8559529904025833,Very High
4250-ZBWLV,0.3415261882902132,Low
4482-FTFFX,0.6180828230651713,High
8859-DZTGQ,0.031299750937783304,Very Low
0440-MOGPM,0.29891499372318336,Low
0020-JDNXP,0.19757085262069637,Very Low
3752-CQSJI,0.29025435429592,Low
5025-GOOKI,0.28054688106312864,Low
4698-KVLLG,0.01720327326130461,Very Low
5095-AESKG,0.8355572640797334,Very High
2887-JPYLU,0.1508516468927948,Very Low
4770-QAZXN,0.2862349541972581,Low
4896-CPRPF,0.028982002897970892,Very Low
1871-MOWRM,0.6629695119112882,High
9714-EDSUC,0.7968616769462464,High
2027-OAQQC,0.385368795395732,Low
0282-NVSJS,0.6595831172114538,High
9090-SGQXL,0.6701161509128712,High
6595-YGXIT,0.8479929260446687,Very High
7353-YOWFP,0.18666121374402306,Very Low
9835-ZIITK,0.5095012446638636,Moderate
8008-ESFLK,0.3666774905375659,Low
7537-CBQUZ,0.6216655439333058,High
1555-DJEQW,0.13975220094453836,Very Low
5649-TJHOV,0.4956407117695757,Moderate
0519-XUZJU,0.7480166636731864,High
3363-EWLGO,0.3679461482310531,Low
4750-UKWJK,0.06418621309048078,Very Low
6338-AVWCY,0.7569398714370991,High
1689-YQBYY,0.8223461426787212,Very High
4487-ZYJZK,0.03940793596059263,Very Low
2959-FENLU,0.7680117224276964,High
0708-LGSMF,0.6860277317044651,High
9253-QXKBE,0.826959866032597,Very High
7634-HLQJR,0.012666209141590747,Very Low
0487-RPVUM,0.42785210635352877,Moderate
4079-ULGFR,0.25693332706562855,Low
2516-XSJKX,0.07411183005236226,Very Low
0057-QBUQH,0.04498021472099533,Very Low
9445-SZLCH,0.6113060441686654,High
6599-SFQVE,0.6766912370728029,High
8331-ZXFOE,0.12709223233765413,Very Low
4003-FUSHP,0.46042319830923967,Moderate
0356-ERHVT,0.5016472902779242,Moderate
7325-ENZFI,0.2281184995533756,Low
4884-ZTHVF,0.8714833898918627,Very High
3920-HIHMQ,0.38385038521398257,Low
3055-OYMSE,0.48411761613972515,Moderate
0613-WUXUM,0.005706183182450971,Very Low
7568-PODML,0.7735813087604269,High
4458-KVRBJ,0.01360889425589597,Very Low
5349-IECLD,0.826474859609145,Very High
1397-XKKWR,0.4531899501891568,Moderate
3945-GFWQL,0.5514707521858031,Moderate
8097-OMULG,0.058685753970173726,Very Low
6013-BHCAW,0.04923671858416437,Very Low
0401-WDBXM,0.12191268793080756,Very Low
3387-PLKUI,0.23047856944461717,Low
6096-EGVTU,0.017070284337893996,Very Low
3797-VTIDR,0.8286168181520163,Very High
5081-NWSUP,0.279484232070709,Low
2580-ATZSQ,0.03490322971916894,Very Low
8085-MSNLK,0.1594005805947661,Very Low
9691-HKOVS,0.23156424283315882,Low
9881-VCZEP,0.48424921645783064,Moderate
9526-BIHHD,0.7082504081857744,High
8757-TFHHJ,0.6211287250588187,High
4523-WXCEF,0.5725986353661855,Moderate
1468-DEFNC,0.01366925705605864,Very Low
5119-KEPFY,0.6653488807723463,High
8364-TRMMK,0.6641289970271328,High
0916-KNFAJ,0.051468951483000486,Very Low
8319-QBEHW,0.2845159561846988,Low
3063-QFSZL,0.71673753336373,High
8775-LHDJH,0.9143767384702309,Very High
9625-QNLUX,0.10511914790388162,Very Low
3097-NQYSN,0.8688557302364679,Very High
4024-CSNBY,0.12561914357925136,Very Low
7110-BDTWG,0.05688122686752272,Very Low
7493-GVFIO,0.01072412935354345,Very Low
0690-SRQID,0.4540106494610843,Moderate
9605-WGJVW,0.8894800971114859,Very High
9114-DPSIA,0.026163727795350974,Very Low
4700-UBQMV,0.272462579222296,Low
7711-GQBZC,0.005819496179781787,Very Low
3565-UNOCC,0.7646073045574349,High
4627-MIHJH,0.17049413997584814,Very Low
9795-NREXC,0.06148569078510436,Very Low
8573-CGOCC,0.260195160062318,Low
7356-AYNJP,0.35688174986554244,Low
9249-FXSCK,0.4346544172240287,Moderate
5493-SDRDQ,0.6120038929817598,High
6286-SUUWT,0.4139753841209831,Moderate
4819-HJPIW,0.5267215552824692,Moderate
8654-DHAOW,0.6036613838361555,High
5438-QMDDL,0.4449226720675429,Moderate
9812-GHVRI,0.552934502175484,Moderate
5553-AOINX,0.4097760677896779,Moderate
1228-ZLNBX,0.6733770822502839,High
4226-KKDON,0.6704910590177932,High
3831-YCPUO,0.10408533077512443,Very Low
7445-WMRBW,0.16648221093180557,Very Low
3308-DGHKL,0.00796948762584303,Very Low
9924-JPRMC,0.27708694378865384,Low
0080-EMYVY,0.2391345371200754,Low
6218-KNUBD,0.6111924345200107,High
7337-CINUD,0.07059934437516684,Very Low
7609-NRNCA,0.1240968760425499,Very Low
0623-EJQEG,0.3093947110969414,Low
7153-CHRBV,0.06114583581193474,Very Low
0871-URUWO,0.8039902425894319,Very High
9190-MFJLN,0.768830176475081,High
6198-PNNSZ,0.3076757542442752,Low
3317-VLGQT,0.8006559140665446,Very High
4132-POCZS,0.36739158443482545,Low
5614-DNZCE,0.042782248485867265,Very Low
1095-JUDTC,0.7554069269616428,High
3896-RCYYE,0.21394153516832762,Low
9638-JIQYA,0.7596631017085692,High
3258-SANFR,0.5552970225326345,Moderate
3726-TBHQT,0.14805219342923193,Very Low
3190-ITQXP,0.01254668545876465,Very Low
0870-VEMYL,0.5077455229335506,Moderate
4833-QTJNO,0.3843860136368482,Low
3039-MJSLN,0.33264859212649844,Low
0178-CIIKR,0.3893412193940127,Low
5385-SUIRI,0.7519986119423249,High
3982-XWFZQ,0.391832475625434,Low
5774-QPLTF,0.030239147159184073,Very Low
2322-VCZHZ,0.8062790567293502,Very High
5010-IPEAQ,0.0301604338601807,Very Low
4009-ALQFH,0.771468160614556,High
6383-ZTSIW,0.37293163503303417,Low
8990-YOZLV,0.038838088990948,Very Low
3069-SSVSN,0.5094131908380826,Moderate
5222-IMUKT,0.6596825174284894,High
3627-FCRDW,0.7798592531722773,High
7562-GSUHK,0.7398010752093337,High
6685-XSHHU,0.009187849836329275,Very Low
8901-UPRHR,0.1263248915570767,Very Low
4903-UYAVB,0.35954283420318955,Low
0118-JPNOY,0.7136884421212208,High
6776-TLWOI,0.391638205794441,Low
3845-FXCYS,0.5873250898465726,Moderate
5857-XRECV,0.18427761218445607,Very Low
0725-CXOTM,0.2719627957399055,Low
4343-EJVQB,0.7122561168331953,High
9000-PLFUZ,0.07568072843963707,Very Low
3427-GGZZI,0.8264862706762189,Very High
7779-ORAEL,0.09075632393343579,Very Low
0644-OQMDK,0.8801823333576386,Very High
4077-CROMM,0.7564137931199165,High
3154-CFSZG,0.4779498873608611,Moderate
2868-MZAGQ,0.8658912471115339,Very High
4847-QNOKA,0.6093645740099988,High
2220-IAHLS,0.41478346636623276,Moderate
1658-XUHBX,0.497219473087218,Moderate
6379-RXJRQ,0.8140162277631394,Very High
2378-HTWFW,0.6651621880017787,High
8650-RHRKE,0.8180665135632539,Very High
4377-VDHYI,0.4728463711105804,Moderate
0475-RIJEP,0.6858059158337823,High
1260-TTRXI,0.623856238823194,High
3719-TDVQB,0.019091012181924546,Very Low
6328-ZPBGN,0.8414627371150966,Very High
0201-MIBOL,0.19614467377654715,Very Low
4937-QPZPO,0.3738092871818991,Low
2925-VDZHY,0.03177807715355623,Very Low
6981-TDRFT,0.2506213338017645,Low
3413-CSSTH,0.31567217902377603,Low
8033-VCZGH,0.51210110357491,Moderate
4789-KWMXN,0.44978166624339955,Moderate
0224-NIJLP,0.0725218741093834,Very Low
7542-CYDDM,0.24137809905103683,Low
4718-WXBGI,0.04415379007991443,Very Low
2867-UIMSS,0.8264132717803215,Very High
8495-PRWFH,0.4044696393899082,Moderate
0439-IFYUN,0.8197630458279681,Very High
5716-LIBJC,0.5919167991848588,Moderate
2868-LLSKM,0.18175611828739574,Very Low
8111-RKSPX,0.828695130714976,Very High
2988-QRAJY,0.1788170659155625,Very Low
1585-MQSSU,0.391196072105524,Low
0071-NDAFP,0.04713098345913818,Very Low
2856-NNASM,0.6093948879081303,High
7328-ZJAJO,0.007185913017706791,Very Low
6458-CYIDZ,0.8410714389843664,Very High
8559-CIZFV,0.2226975840497933,Low
1090-PYKCI,0.24716760628424603,Low
3058-WQDRE,0.6502106320648934,High
7547-EKNFS,0.6235434161975039,High
